model,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,isConv,finTol,NSE,R2_test,id,seed
nls,NA,NA,25.042939123857803,NA,NA,NA,-1423.3325765122825,2852.665153024565,2863.8456962673267,191280.38398818055,305,307,TRUE,2.976824234869649e-6,0.4952904065074828,0.5030845392852942,1202_s2_m1_r3_other_-8.875_16.875,1
lm,0.4968282509300223,0.49517850749044867,25.989902921847712,301.1548577871025,2.097190523084886e-47,1,-1434.7272489728953,2875.4544979457905,2886.6350411885523,206019.8914355558,305,307,NA,NA,0.47444873197821746,0.47603784201297433,1203_s3_m1_r3_other_-8.875_16.875,1
poly,0.6213129682537549,0.6188216062027928,22.583948611212747,249.38686370927508,7.918187651268896e-65,2,-1391.0992531627926,2790.198506325585,2805.105897315934,155050.55940166506,304,307,NA,NA,0.6278175093278944,0.6291260535571087,1203_s3_m1_r3_other_-8.875_16.875,1
step,0.5805878171440436,0.5721995734869245,23.925242352189237,69.21446739941766,9.723839476442226e-54,6,-1406.7783688528207,2829.5567377056414,2859.371519686339,171725.16648329687,300,307,NA,NA,0.5817077645947322,0.5818655076494154,1203_s3_m1_r3_other_-8.875_16.875,1
nls,NA,NA,22.714957013456484,NA,NA,NA,-1393.3791054298204,2792.7582108596407,2803.9387541024025,157370.62799756866,305,307,TRUE,8.165803504958978e-6,0.6386277605829908,0.6455245861039943,1203_s3_m1_r3_other_-8.875_16.875,1
lm,0.4916344957381588,0.4899839583866594,21.69211974648917,297.8632960299368,3.6405707907325893e-47,1,-1392.7219108188099,2791.4438216376197,2802.653538530057,144928.8022015758,308,310,NA,NA,0.3763984784538439,0.37762957575073974,1204_s1_m1_r3_other_-8.875_17.125,1
poly,0.6595927517439665,0.6573751149475102,17.77949930565554,297.43046868539847,1.4514952898163379e-72,2,-1330.5579214974437,2669.1158429948873,2684.062132184804,97045.9528368604,307,310,NA,NA,0.49784089883093285,0.49873165025983157,1204_s1_m1_r3_other_-8.875_17.125,1
step,0.5819437102176027,0.573665367845674,19.832861611079103,70.29713003788505,1.656792338456558e-54,6,-1362.4062982165642,2740.8125964331284,2770.705174812962,119182.74710431721,303,310,NA,NA,0.48133570450670815,0.4820779163524432,1204_s1_m1_r3_other_-8.875_17.125,1
nls,NA,NA,17.53883609253977,NA,NA,NA,-1326.8371700447965,2659.674340089593,2670.8840569820304,94744.11761614052,308,310,TRUE,2.7640751713228536e-6,0.5193736328450602,0.5202302924208013,1204_s1_m1_r3_other_-8.875_17.125,1
lm,0.37697618917973236,0.37494016365417593,24.087478938723137,185.15297792089703,2.675950749567303e-33,1,-1415.99099243718,2837.98198487436,2849.1722842232807,177543.23233676978,306,308,NA,NA,0.367699907689532,0.3816886695273477,1205_s2_m1_r3_other_-8.875_17.125,1
poly,0.4968942309694532,0.49359517674630204,21.681007901442165,150.6171761235374,3.1845116639832833e-46,2,-1383.0682081928508,2774.1364163857015,2789.0568155175956,143370.1616048313,305,308,NA,NA,0.5286591636755122,0.5406650983125423,1205_s2_m1_r3_other_-8.875_17.125,1
step,0.5224840583947515,0.5113420197572958,21.297716846155435,46.89303954110654,1.205535107308948e-44,7,-1375.0289647539773,2768.0579295079547,2801.6288275547167,136077.82285770393,300,308,NA,NA,0.469940443008944,0.485657135159473,1205_s2_m1_r3_other_-8.875_17.125,1
nls,NA,NA,21.878404921609615,NA,NA,NA,-1386.363830046362,2778.727660092724,2789.9179594416446,146471.36818565705,306,308,TRUE,3.4694557990984746e-6,0.5486193837470958,0.576240404630574,1205_s2_m1_r3_other_-8.875_17.125,1
lm,0.4831658425586034,0.481476842044089,21.938888940322695,286.0661310677731,9.076444905003622e-46,1,-1387.2141376739576,2780.428275347915,2791.618574696836,147282.34346835891,306,308,NA,NA,0.4421073016044167,0.44436289707415083,1206_s3_m1_r3_other_-8.875_17.125,1
poly,0.6044367141975695,0.6018428565857503,19.224621893305493,233.02617362008715,3.7621517032584667e-62,2,-1346.0328043536354,2700.0656087072707,2714.986007839165,112723.75651687107,305,308,NA,NA,0.5985706696802434,0.602366805156091,1206_s3_m1_r3_other_-8.875_17.125,1
step,0.5811023014349035,0.5727521811977255,19.914549119101697,69.59208788965799,5.278864824011573e-54,6,-1354.8594598627058,2725.7189197254115,2755.5597179892,119373.36925175134,301,308,NA,NA,0.5196718993621652,0.5233487793510013,1206_s3_m1_r3_other_-8.875_17.125,1
nls,NA,NA,34.858981033557995,NA,NA,NA,-1529.8335366501365,3065.667073300273,3076.8573726491936,371835.45896157454,306,308,TRUE,7.131027825285363e-7,-0.2769707079783996,0.002252455401302689,1206_s3_m1_r3_other_-8.875_17.125,1
lm,0.43582388989538,0.4339921492781572,20.53266656959831,237.92882343579723,3.5786905100779114e-40,1,-1375.6930093612125,2757.386018722425,2768.5957356148624,129849.84210915638,308,310,NA,NA,0.4117103956810362,0.4128142260774472,1207_s1_m1_r3_other_-8.875_17.375,1
poly,0.5914696757794019,0.5888082404424599,17.50073660470348,222.23710175089263,2.103438651367483e-60,2,-1325.6589612998928,2659.3179225997856,2674.264211789702,94026.66498411294,307,310,NA,NA,0.5367342478703392,0.5381548975912517,1207_s1_m1_r3_other_-8.875_17.375,1
step,0.5182173963822195,0.5102933404016639,19.09862635239699,65.39799790080286,3.3385104511370377e-46,5,-1351.2226211626657,2716.4452423253315,2742.601248407686,110886.28867873571,304,310,NA,NA,0.5426316215494666,0.5434354881217504,1207_s1_m1_r3_other_-8.875_17.375,1
nls,NA,NA,17.146885789238564,NA,NA,NA,-1319.8308423969095,2645.661684793819,2656.8714016862564,90556.83321891095,308,310,TRUE,3.250444449817103e-6,0.5419880677959503,0.5424777950587262,1207_s1_m1_r3_other_-8.875_17.375,1
lm,0.35126633686503134,0.3491531978971649,22.048888117929458,166.2296432968191,1.0835234522514598e-30,1,-1393.2667685971564,2792.533537194313,2803.733561025006,149249.11444175005,307,309,NA,NA,0.3701608490236469,0.3743550400778439,1208_s2_m1_r3_other_-8.875_17.375,1
poly,0.4771510485046919,0.47373373509622585,19.826683406620344,139.62753528037436,8.157647584973962e-44,2,-1359.936538997903,2727.873077995806,2742.8064431033968,120287.79672134446,306,309,NA,NA,0.5197314407348184,0.5309486904890611,1208_s2_m1_r3_other_-8.875_17.375,1
step,0.4789579536985255,0.4668406968077936,19.95610599234091,39.52692907458803,3.409664368505687e-39,7,-1359.4016802208016,2736.803360441603,2770.403431933683,119872.09607964098,301,309,NA,NA,0.4997356198823324,0.5024889353665398,1208_s2_m1_r3_other_-8.875_17.375,1
nls,NA,NA,30.962235389697188,NA,NA,NA,-1498.174145306781,3002.348290613562,3013.548314444255,294308.6262403942,307,309,TRUE,6.302034259674036e-6,-0.2819899800222372,0.0035903119186825737,1208_s2_m1_r3_other_-8.875_17.375,1
lm,0.4387110553273996,0.43688275257602305,20.50910557651835,239.95536570575607,2.164082459123895e-40,1,-1370.8972657374145,2747.794531474829,2758.994555305522,129131.38734547427,307,309,NA,NA,0.46147335311536175,0.4626795813408725,1209_s3_m1_r3_other_-8.875_17.375,1
poly,0.5583665895309806,0.5554800966520981,18.221868647928307,193.44118033894298,4.948504253457694e-55,2,-1333.8550138023907,2675.7100276047813,2690.643392712372,101603.16808883991,306,309,NA,NA,0.6221457389266805,0.6362645677913172,1209_s3_m1_r3_other_-8.875_17.375,1
step,0.5257187903654558,0.5162959848760277,19.0080319055959,55.792172613059755,3.9227509981178975e-46,6,-1344.8739947735744,2705.747989547149,2735.614719762331,109114.1936310938,302,309,NA,NA,0.565935426953307,0.5672718728691902,1209_s3_m1_r3_other_-8.875_17.375,1
nls,NA,NA,18.094722659860476,NA,NA,NA,-1332.1954384532032,2670.3908769064064,2681.5909007370997,100517.62935814135,307,309,TRUE,9.47086805550583e-6,0.6280518807251809,0.6527261186569507,1209_s3_m1_r3_other_-8.875_17.375,1
lm,0.4265321986594814,0.4246702902135706,19.234578642183294,229.08333629199367,4.475736334029307e-39,1,-1355.4476908999875,2716.895381799975,2728.1050986924124,113950.45678703877,308,310,NA,NA,0.2785404515633386,0.3270043110546053,1210_s1_m1_r3_other_-8.875_17.625,1
poly,0.5847694354624632,0.5820643503514695,16.39377556415973,216.17413555155966,2.555110412441976e-59,2,-1305.4031745052534,2618.806349010507,2633.7526382004235,82508.05431514847,307,310,NA,NA,0.3864607501352342,0.4266949802386062,1210_s1_m1_r3_other_-8.875_17.625,1
step,0.49924368231894556,0.4910075586728756,18.091723544886758,60.6163413485383,1.1205054017583896e-43,5,-1334.4324499065165,2682.864899813033,2709.0209058953874,99502.3800906814,304,310,NA,NA,0.4444023268217989,0.46330507463838994,1210_s1_m1_r3_other_-8.875_17.625,1
nls,NA,NA,15.829226728498108,NA,NA,NA,-1295.0436930519706,2596.0873861039413,2607.2971029963787,77173.84099723728,308,310,TRUE,4.5405152094454415e-6,0.3844399568140767,0.4061479831981418,1210_s1_m1_r3_other_-8.875_17.625,1
lm,0.34382125245959055,0.3416768774676284,20.637249577651186,160.33634683688933,7.803650386406349e-30,1,-1368.3758911996108,2742.7517823992216,2753.9420817481423,130324.1974598608,306,308,NA,NA,0.26679069801936917,0.29325137937582213,1211_s2_m1_r3_other_-8.875_17.625,1
poly,0.4820303262130496,0.4786338037619877,18.365539749535017,141.91878109397925,2.700292623519298e-44,2,-1331.952344485938,2671.904688971876,2686.82508810377,102874.38033898397,305,308,NA,NA,0.3874594808278399,0.406890698435185,1211_s2_m1_r3_other_-8.875_17.625,1
step,0.47063269875109254,0.4564690251390816,18.75186255600742,33.22815193594919,3.1086692327097394e-37,8,-1335.3042817626879,2690.6085635253758,2727.9095613551117,105138.07244649855,299,308,NA,NA,0.37031121464333616,0.4089272896933669,1211_s2_m1_r3_other_-8.875_17.625,1
nls,NA,NA,18.104905881060308,NA,NA,NA,-1328.0541543169825,2662.108308633965,2673.2986079828856,100303.01079038795,306,308,TRUE,7.480423741999881e-6,0.39892992545303385,0.4114277485953389,1211_s2_m1_r3_other_-8.875_17.625,1
lm,0.420765109767846,0.4188721852899632,19.389566214179105,222.28309406112766,3.643810951911995e-38,1,-1349.1682173424106,2704.336434684821,2715.526734033742,115042.31506005497,306,308,NA,NA,0.346689699917513,0.36957261026874993,1212_s3_m1_r3_other_-8.875_17.625,1
poly,0.5496831801792333,0.5467302830000809,17.124212721702513,186.15046404595205,1.4505099652796297e-53,2,-1310.3976857225985,2628.795371445197,2643.715770577091,89437.79170812604,305,308,NA,NA,0.47331986056686026,0.48493140612763996,1212_s3_m1_r3_other_-8.875_17.625,1
step,0.5271075914208126,0.5176811646717259,17.66441961741497,55.91807006529567,3.658699903213673e-46,6,-1317.9308294212792,2651.8616588425584,2681.702457106347,93921.54784645457,301,308,NA,NA,0.38894349832381625,0.4253049096476972,1212_s3_m1_r3_other_-8.875_17.625,1
nls,NA,NA,16.916365277741082,NA,NA,NA,-1307.1405133540695,2620.281026708139,2631.4713260570597,87566.00474824903,306,308,TRUE,9.69208260424134e-6,0.485992239404207,0.49132449832860664,1212_s3_m1_r3_other_-8.875_17.625,1
lm,0.37354864361939155,0.3715147106441298,16.462693446716557,183.65828577577653,3.885728117052587e-33,1,-1307.2077190475893,2620.4154380951786,2631.625154987616,83474.2448603338,308,310,NA,NA,0.40282416162038925,0.40518818712955884,1213_s1_m1_r3_other_-8.875_17.875,1
poly,0.5210322582786402,0.5179119472576541,14.418381657733189,166.98087298809955,8.453015277907336e-50,2,-1265.5998479915067,2539.1996959830135,2554.14598517293,63822.14699581345,307,310,NA,NA,0.5475993141179181,0.5512900618244183,1213_s1_m1_r3_other_-8.875_17.875,1
step,0.4674426371619047,0.4604582783050116,15.253371562855053,66.92706470839094,1.3487243172176014e-40,4,-1282.0387396172905,2576.077479234581,2598.4969130194563,70962.92993052714,305,310,NA,NA,0.4997650677604323,0.5062270038881452,1213_s1_m1_r3_other_-8.875_17.875,1
nls,NA,NA,13.923765098499848,NA,NA,NA,-1255.2828064046153,2516.5656128092305,2527.775329701668,59712.34023160637,308,310,TRUE,1.3608865360757593e-6,0.5538889254573947,0.5565608835632398,1213_s1_m1_r3_other_-8.875_17.875,1
lm,0.3065754445245816,0.30430935120603453,17.374602065923483,135.28809339640924,3.8477145131825836e-26,1,-1315.3727298102156,2636.745459620431,2647.935758969352,92374.29986645293,306,308,NA,NA,0.3200658078672636,0.32202470713199477,1214_s2_m1_r3_other_-8.875_17.875,1
poly,0.4476316947853942,0.4440096075380854,15.532466559000481,123.58390735009823,4.896485926306342e-40,2,-1280.3489098416746,2568.6978196833493,2583.6182188152434,73583.54280897281,305,308,NA,NA,0.39696124095961627,0.4000791302437426,1214_s2_m1_r3_other_-8.875_17.875,1
step,0.4514697810386245,0.43679338722026007,15.632939833677815,30.761628955043484,5.597525363690886e-35,8,-1279.2751184526887,2578.5502369053775,2615.8512347351134,73072.25354517378,299,308,NA,NA,0.4167353349917664,0.41760744879840767,1214_s2_m1_r3_other_-8.875_17.875,1
nls,NA,NA,15.208608282357488,NA,NA,NA,-1274.363180738385,2554.72636147677,2565.9166608256905,70778.340361175,306,308,TRUE,6.957861207137596e-6,0.3795147264318014,0.38100547116004685,1214_s2_m1_r3_other_-8.875_17.875,1
lm,0.3735047794204791,0.3714574094185853,16.514831210161876,182.431499472484,6.290136515732706e-33,1,-1299.7415295753228,2605.4830591506457,2616.6733584995663,83458.33286944187,306,308,NA,NA,0.4032134501941801,0.4039199845487928,1215_s3_m1_r3_other_-8.875_17.875,1
poly,0.4921448552235361,0.4888146575528708,14.893472917013398,147.78247536435606,1.3345292564587542e-45,2,-1267.4100170227407,2542.8200340454814,2557.7404331773755,67653.73833659252,305,308,NA,NA,0.49943203012409443,0.5005426170434463,1215_s3_m1_r3_other_-8.875_17.875,1
step,0.47639097908380484,0.46595358996255176,15.22286106657832,45.64273436100577,1.3660044742118796e-39,6,-1272.114563590951,2560.229127181902,2590.069925445691,69752.38521475616,301,308,NA,NA,0.46855770150220444,0.47272479946622115,1215_s3_m1_r3_other_-8.875_17.875,1
nls,NA,NA,14.714369997288458,NA,NA,NA,-1264.1877740255006,2534.3755480510013,2545.565847399922,66252.88143163343,306,308,TRUE,2.3981239808188396e-6,0.4882797438577996,0.4919537479491493,1215_s3_m1_r3_other_-8.875_17.875,1
lm,0.4074088153936406,0.40548481804102254,14.376111100848128,211.75123491685954,7.154531205608887e-37,1,-1265.193747622292,2536.387495244584,2547.5972121370214,63655.15167825006,308,310,NA,NA,0.3032741558377495,0.3168927672170925,1216_s1_m1_r3_other_-8.875_18.125,1
poly,0.5848636276901255,0.5821591562092794,12.052173930751565,216.2580126402931,2.4676617853040783e-59,2,-1210.0296064455135,2428.059212891027,2443.0055020809436,44593.2532123259,307,310,NA,NA,0.41519374894160843,0.43543638545933744,1216_s1_m1_r3_other_-8.875_18.125,1
step,0.5101729549742258,0.5053707290426006,13.112933304059716,106.2367664991484,3.781042177046843e-47,3,-1235.673625656885,2481.34725131377,2500.030112801166,52616.40007003585,306,310,NA,NA,0.332780609310834,0.36276950562043137,1216_s1_m1_r3_other_-8.875_18.125,1
nls,NA,NA,11.433465200421697,NA,NA,NA,-1194.1965312356524,2394.393062471305,2405.6027793637422,40263.03095869022,308,310,TRUE,7.409639097659435e-7,0.4288322994371013,0.44597039486137474,1216_s1_m1_r3_other_-8.875_18.125,1
lm,0.30559926492811007,0.3033225412065629,15.635548292896985,134.22764564531164,5.744494166355566e-26,1,-1278.7218051375996,2563.4436102751993,2574.624153517961,74563.46297795171,305,307,NA,NA,0.29863679268304555,0.300080337573242,1217_s2_m1_r3_other_-8.875_18.125,1
poly,0.43717762166494584,0.43347484286011007,14.099601417380788,118.06744196925443,1.1387968893039837e-38,2,-1246.473736920161,2500.947473840322,2515.8548648306705,60434.82307921792,304,307,NA,NA,0.39895063832759736,0.4008835114680662,1217_s2_m1_r3_other_-8.875_18.125,1
step,0.472908331568248,0.4605683928424211,13.758320768713793,38.32339382516308,3.5045203826410215e-38,7,-1236.4057318401635,2490.811463680327,2524.353093408612,56598.12572207156,299,307,NA,NA,0.32407202837053617,0.3558687486988542,1217_s2_m1_r3_other_-8.875_18.125,1
nls,NA,NA,13.857817363215789,NA,NA,NA,-1241.667655863983,2489.335311727966,2500.515854970728,58571.92613203472,305,307,TRUE,3.4611693511048384e-6,0.38507844804577274,0.38735520041207006,1217_s2_m1_r3_other_-8.875_18.125,1
lm,0.38517727895247644,0.38316146675232066,14.712381696500673,191.0779580174699,4.4538466436929326e-34,1,-1260.0385136295506,2526.077027259101,2537.257570501863,66018.52343097604,305,307,NA,NA,0.32311932284549516,0.3311296027433314,1218_s3_m1_r3_other_-8.875_18.125,1
poly,0.4922457579026959,0.4889052694678453,13.392076991537364,147.3574201805906,1.816942526724621e-45,2,-1230.6683742846521,2469.3367485693043,2484.244139559653,54521.7087487684,304,307,NA,NA,0.43159828303228875,0.43843323182646526,1218_s3_m1_r3_other_-8.875_18.125,1
step,0.514321060962182,0.5029506510181528,13.206781430590784,45.2332909274095,2.0978582432254316e-43,7,-1223.8453347752777,2465.6906695505554,2499.2322992788404,52151.30365086386,299,307,NA,NA,0.32735339574439404,0.35951155307676147,1218_s3_m1_r3_other_-8.875_18.125,1
nls,NA,NA,13.257375107780614,NA,NA,NA,-1228.0689390616383,2462.1378781232766,2473.3184213660384,53606.188398262326,305,307,TRUE,4.472769530255788e-6,0.42952146690878934,0.43507688484349477,1218_s3_m1_r3_other_-8.875_18.125,1
lm,0.3869298835938554,0.3849393962029263,12.787633901907972,194.38951754085693,1.373619604644055e-34,1,-1228.8960723310431,2463.7921446620862,2475.0018615545237,50365.26288924164,308,310,NA,NA,0.3235109721849452,0.3268646928344658,1219_s1_m1_r3_other_-8.875_18.375,1
poly,0.5727467950444579,0.5699633865431188,10.692615638723423,205.77173446474782,2.0426691459090473e-57,2,-1172.9251866196744,2353.8503732393488,2368.7966624292653,35099.932963624124,307,310,NA,NA,0.4077827774245908,0.4226329717758448,1219_s1_m1_r3_other_-8.875_18.375,1
step,0.4666062442175107,0.45961091627282236,11.986282877810247,66.702554606008,1.7103701197337462e-40,4,-1207.317064315494,2426.634128630988,2449.0535624158633,43819.64805420057,305,310,NA,NA,0.44557050132410636,0.4456063304532584,1219_s1_m1_r3_other_-8.875_18.375,1
nls,NA,NA,10.04289062881569,NA,NA,NA,-1153.9958506042108,2313.9917012084215,2325.201418100859,31064.77287216503,308,310,TRUE,1.8265344278931008e-6,0.41585478040732693,0.4268448454482223,1219_s1_m1_r3_other_-8.875_18.375,1
lm,0.32770897420703266,0.3255119447109772,13.430782123160277,149.1600248405413,3.268910522201877e-28,1,-1236.0749750740617,2478.1499501481235,2489.340249497044,55198.087982579316,306,308,NA,NA,0.2125174455476032,0.23544154952921012,1220_s2_m1_r3_other_-8.875_18.375,1
poly,0.47190199266180677,0.46843905490876947,11.923141687708197,136.27215570014303,5.17565880324368e-43,2,-1198.8979221717495,2405.795844343499,2420.716243475393,43359.19885007534,305,308,NA,NA,0.2705309235138188,0.3136278197401226,1220_s2_m1_r3_other_-8.875_18.375,1
step,0.46290309223750986,0.4503708310563851,12.124087410482913,36.936917093198055,4.085224672736389e-37,7,-1201.5000067600256,2421.000013520051,2454.5709115668133,44098.04866110908,300,308,NA,NA,0.33353571971829654,0.34095503378848446,1220_s2_m1_r3_other_-8.875_18.375,1
nls,NA,NA,11.662102717183489,NA,NA,NA,-1192.583913538989,2391.167827077978,2402.3581264268987,41617.41977455838,306,308,TRUE,8.198600936924078e-7,0.23482697720112722,0.3004428200813543,1220_s2_m1_r3_other_-8.875_18.375,1
lm,0.3893335701129319,0.3873379281851964,12.800433273387716,195.09189734989897,1.228565462831046e-34,1,-1221.2693454592961,2448.5386909185922,2459.728990267513,50138.43414785412,306,308,NA,NA,0.26808323148372337,0.29023070178780025,1221_s3_m1_r3_other_-8.875_18.375,1
poly,0.5102981295740191,0.5070869697679472,11.481518288164422,158.9139626776259,5.183150623387959e-48,2,-1187.273215508278,2382.546431016556,2397.4668301484503,40206.70497144349,305,308,NA,NA,0.33109301068860686,0.3652457714498315,1221_s3_m1_r3_other_-8.875_18.375,1
step,0.49775934719787435,0.48604039863249127,11.724077058111789,42.474744591697025,2.0788808695012942e-41,7,-1191.166738162635,2400.33347632527,2433.904374372032,41236.19485936295,300,308,NA,NA,0.34888074502514854,0.36649969472729127,1221_s3_m1_r3_other_-8.875_18.375,1
nls,NA,NA,11.37494521274357,NA,NA,NA,-1184.9050570456752,2375.8101140913504,2387.000413440271,39593.14984943286,306,308,TRUE,5.903786616543153e-6,0.33388545691672844,0.36386301196087983,1221_s3_m1_r3_other_-8.875_18.375,1
lm,0.3925509835511759,0.39057874648478363,10.964705493630886,199.0384372347538,3.3016938559821377e-35,1,-1181.218977595456,2368.437955190912,2379.6476720833493,37029.22810111427,308,310,NA,NA,0.27958153316029066,0.2958999844179934,1222_s1_m1_r3_other_-8.875_18.625,1
poly,0.5719284496595141,0.5691397099178822,9.219479605092651,205.0849138488808,2.7400728724883566e-57,2,-1126.9724042038083,2261.9448084076166,2276.891097597533,26094.632885936844,307,310,NA,NA,0.396420648913968,0.41178476921640184,1222_s1_m1_r3_other_-8.875_18.625,1
step,0.4818104912791119,0.4750145632958871,10.176813160067086,70.89693894173465,2.145511595516667e-42,4,-1156.5852575892377,2325.1705151784754,2347.5899489633507,31588.09545894896,305,310,NA,NA,0.3563653708247878,0.3723499432788462,1222_s1_m1_r3_other_-8.875_18.625,1
nls,NA,NA,8.755821919024761,NA,NA,NA,-1111.4805463445152,2228.9610926890305,2240.170809581468,23612.640583123735,308,310,TRUE,8.341934386868208e-7,0.4487535762394693,0.454207534549051,1222_s1_m1_r3_other_-8.875_18.625,1
lm,0.2965734300327701,0.29427465039235423,11.835582855273863,129.01342295650764,3.4982206770528125e-25,1,-1197.1318383289542,2400.2636766579085,2411.453976006829,42864.7925863601,306,308,NA,NA,0.2449459330693574,0.25383964809963205,1223_s2_m1_r3_other_-8.875_18.625,1
poly,0.4200834285663459,0.4162806969503876,10.764003217832027,110.46886054315299,8.189203569364621e-37,2,-1167.3976350436694,2342.795270087339,2357.715669219233,35338.44840841696,305,308,NA,NA,0.3251976839570607,0.33914677614838773,1223_s2_m1_r3_other_-8.875_18.625,1
step,0.4621311466401591,0.4477400067509326,10.469925295178431,32.1121989083102,3.188583583644864e-36,8,-1155.8061339868798,2331.6122679737596,2368.9132658034955,32776.18137029853,299,308,NA,NA,0.3476597154779366,0.35796829361794735,1223_s2_m1_r3_other_-8.875_18.625,1
nls,NA,NA,10.579863812492658,NA,NA,NA,-1162.587194037878,2331.174388075756,2342.3646874246765,34251.65659701285,306,308,TRUE,8.829372884004233e-7,0.3087018442766859,0.3314598996197886,1223_s2_m1_r3_other_-8.875_18.625,1
lm,0.3615033175005861,0.3594167270349018,11.276117387248275,173.25072813558572,1.1654270784112064e-31,1,-1182.21739828633,2370.43479657266,2381.625095921581,38908.15193928687,306,308,NA,NA,0.28267128130047947,0.2944704960313548,1224_s3_m1_r3_other_-8.875_18.625,1
poly,0.4531719928108462,0.4495862353866551,10.452409941595178,126.38110703014627,1.052541841863913e-40,2,-1158.3501462656582,2324.7002925313163,2339.6206916632104,33322.1264440831,305,308,NA,NA,0.3836721659359861,0.3895725183350587,1224_s3_m1_r3_other_-8.875_18.625,1
step,0.4668927858198093,0.4562660639424634,10.388791041421976,43.93573024764389,1.9643723314760905e-38,6,-1154.4367340763613,2324.8734681527226,2354.7142664165112,32486.020770001178,301,308,NA,NA,0.3479219198652702,0.36083332006064806,1224_s3_m1_r3_other_-8.875_18.625,1
nls,NA,NA,10.479783985613931,NA,NA,NA,-1159.659811868959,2325.319623737918,2336.5099230868386,33606.71694984985,306,308,TRUE,8.793628722972924e-6,0.40075613283747735,0.40714804267984056,1224_s3_m1_r3_other_-8.875_18.625,1
lm,0.35992178556516297,0.35784360954427064,9.165497039161908,173.19119359803778,1.0880285064722248e-31,1,-1125.656000307113,2257.312000614226,2268.521717506663,25873.951480264794,308,310,NA,NA,0.3572640190596079,0.3573732859205088,1225_s1_m1_r3_other_-8.875_18.875,1
poly,0.5225062572574338,0.5193955488356581,7.929202540038341,167.9701811972378,5.26671256017123e-50,2,-1080.2349051940262,2168.4698103880523,2183.416099577969,19301.781646731797,307,310,NA,NA,0.48365767873138144,0.48868331063029186,1225_s1_m1_r3_other_-8.875_18.875,1
step,0.4597378813935059,0.4544411939561873,8.448048572075356,86.79724579448597,1.1674999794710602e-40,3,-1099.3779276964647,2208.7558553929293,2227.4387168803255,21839.074550900204,306,310,NA,NA,0.3936357687873706,0.39835606241659677,1225_s1_m1_r3_other_-8.875_18.875,1
nls,NA,NA,7.568987757590847,NA,NA,NA,-1066.3261012194146,2138.652202438829,2149.8619193312666,17645.189307764515,308,310,TRUE,8.722776640342157e-8,0.5157654106959366,0.5166950450148629,1225_s1_m1_r3_other_-8.875_18.875,1
lm,0.2718460097388601,0.26946642153539235,9.8065643308774,114.24077886362792,7.211392962683351e-23,1,-1139.2098206153883,2284.4196412307765,2295.609940579697,29427.623416544895,306,308,NA,NA,0.2703888024070765,0.2719238434763968,1226_s2_m1_r3_other_-8.875_18.875,1
poly,0.3685076795814455,0.3643667463327993,9.147451068843324,88.99145614141857,3.5985803449760924e-31,2,-1117.2760980271976,2242.552196054395,2257.4725951862893,25521.137622349273,305,308,NA,NA,0.3747837599661059,0.3765150880660424,1226_s2_m1_r3_other_-8.875_18.875,1
step,0.446241933022591,0.43142566367202495,8.651480172613091,30.11837342208822,2.2331296459782375e-34,8,-1097.0469827052523,2214.0939654105046,2251.3949632402405,22379.584643958115,299,308,NA,NA,0.3538267763666275,0.3653971823298587,1226_s2_m1_r3_other_-8.875_18.875,1
nls,NA,NA,9.055460091243376,NA,NA,NA,-1114.6671207911693,2235.3342415823386,2246.5245409312593,25092.415384015054,306,308,TRUE,4.043625822833214e-8,0.37424204482550516,0.3791984882043057,1226_s2_m1_r3_other_-8.875_18.875,1
lm,0.3372224740401867,0.3350565344128671,9.355977129942858,155.6933858112653,3.641722828921728e-29,1,-1124.722551871756,2255.445103743512,2266.6354030924326,26785.498265140224,306,308,NA,NA,0.3273722688893279,0.32801301303051755,1227_s3_m1_r3_other_-8.875_18.875,1
poly,0.41775330234443,0.41393529121226236,8.783539836721575,109.41647048243439,1.509463747497014e-36,2,-1104.772600281094,2217.545200562188,2232.465599694082,23530.92447929884,305,308,NA,NA,0.42815916325546766,0.4284128300879269,1227_s3_m1_r3_other_-8.875_18.875,1
step,0.42932588974541064,0.4179503260858508,8.753400820660838,37.74106519852395,4.70182327974995e-34,6,-1101.6809077641958,2219.3618155283916,2249.2026137921803,23063.2298040709,301,308,NA,NA,0.4201581922244385,0.4209135616663817,1227_s3_m1_r3_other_-8.875_18.875,1
nls,NA,NA,12.755684927535462,NA,NA,NA,-1220.1907384111043,2446.3814768222087,2457.5717761711294,49788.49437898994,306,308,TRUE,1.1880063567435098e-7,-0.24646785605683919,0.005293218221824682,1227_s3_m1_r3_other_-8.875_18.875,1
lm,0.3637924098008381,0.3617268007417498,7.255497127363315,176.1187133645828,4.252957543197953e-32,1,-1053.2131214123751,2112.4262428247503,2123.6359597171877,16213.80947807461,308,310,NA,NA,0.28112124420608575,0.2828141961208505,1228_s1_m1_r3_other_-8.875_19.125,1
poly,0.5054745207950709,0.5022528564354297,6.407199668534855,156.89856681760642,1.1427762941870082e-47,2,-1014.1645550113619,2036.3291100227239,2051.2753992126404,12603.02773088926,307,310,NA,NA,0.42943675308657414,0.4313248059830409,1228_s1_m1_r3_other_-8.875_19.125,1
